controlled_company_number,controller_company_number,controller_name,notified_on,ceased_on,ceased,nature_of_control,legal_form,legal_authority,country_registered,place_registered,psc_kind,source_url,etag,depth_from_root
00594581,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00594581/persons-with-significant-control/corporate-entity/2ymgzihg03OHUVxAco3oC1z_2FQ,8543176ff4e8ce5737a06c1ab149b6b11f397ff2,1
09598536,09684392,Carillion Private Finance (Education) 2015 Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09598536/persons-with-significant-control/corporate-entity/fDqOf-icsmp2Fmb35IFRq0wamoA,f35d340c8a3cd5b6f9dc803bfa4f4242be56f3e6,3
09598536,09684392,Carillion Private Finance (Education) 2015 Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09598536/persons-with-significant-control/corporate-entity/fDqOf-icsmp2Fmb35IFRq0wamoA,f35d340c8a3cd5b6f9dc803bfa4f4242be56f3e6,3
08084031,00594581,Carillion Construction Limited,2016-04-06,2017-10-30,true,ownership-of-shares-50-to-75-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08084031/persons-with-significant-control/corporate-entity/bt5XpoYSjtzo0XvC_To_7NPfK_A,73a459625d73a1fa660c926a63f2443408698164,2
08084031,00594581,Carillion Construction Limited,2016-04-06,2017-10-30,true,voting-rights-50-to-75-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08084031/persons-with-significant-control/corporate-entity/bt5XpoYSjtzo0XvC_To_7NPfK_A,73a459625d73a1fa660c926a63f2443408698164,2
00775010,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00775010/persons-with-significant-control/corporate-entity/gd-FBxnM0Pg3zFMC1yIlvx0WAXo,4d3b7b929f93df444d2756ca2bce8924aeb69c13,2
00775010,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00775010/persons-with-significant-control/corporate-entity/gd-FBxnM0Pg3zFMC1yIlvx0WAXo,4d3b7b929f93df444d2756ca2bce8924aeb69c13,2
01417540,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01417540/persons-with-significant-control/corporate-entity/9pJuAoMjuzPj8idaPm2F7e2cXU4,5412147fd40da7a0bdef8b1b572f36e0360fdb24,2
04556471,00077628,Carillion Jm Limited,2016-04-06,2018-04-18,true,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04556471/persons-with-significant-control/corporate-entity/pE1jUrb_XC-cpL_zEWsGDcosKBg,484770d2e73f74e8d6c81afbbcddac41c1523a13,2
04556471,00077628,Carillion Jm Limited,2016-04-06,2018-04-18,true,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04556471/persons-with-significant-control/corporate-entity/pE1jUrb_XC-cpL_zEWsGDcosKBg,484770d2e73f74e8d6c81afbbcddac41c1523a13,2
00737307,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00737307/persons-with-significant-control/corporate-entity/WCvxjn58dO1VhRfeYSW_GacMI5A,a075fe6d4e301ab56367c54ff1086c079061b96b,1
00737307,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00737307/persons-with-significant-control/corporate-entity/WCvxjn58dO1VhRfeYSW_GacMI5A,a075fe6d4e301ab56367c54ff1086c079061b96b,1
00737307,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00737307/persons-with-significant-control/corporate-entity/WCvxjn58dO1VhRfeYSW_GacMI5A,a075fe6d4e301ab56367c54ff1086c079061b96b,1
06607841,03679838,Carillion Integrated Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06607841/persons-with-significant-control/corporate-entity/muETnDV3L5Ihsw_38tN7xvaQ2-0,c866be5e71a81b42c34b6bd7b29827356d5095be,3
04448876,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04448876/persons-with-significant-control/corporate-entity/vGnEDk3ecCCGIdzIPLIGEXW9VDk,20a79e0c55250a18922a304800258efcd23ce59c,2
04448876,03858865,Carillion Energy Services Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04448876/persons-with-significant-control/corporate-entity/vGnEDk3ecCCGIdzIPLIGEXW9VDk,20a79e0c55250a18922a304800258efcd23ce59c,2
04448876,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04448876/persons-with-significant-control/corporate-entity/vGnEDk3ecCCGIdzIPLIGEXW9VDk,20a79e0c55250a18922a304800258efcd23ce59c,2
14185594,10027959,Salboy Central Limited,2022-06-21,,false,ownership-of-shares-75-to-100-percent,Private Company Limited By Shares,Companies Act 2006,England,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/14185594/persons-with-significant-control/corporate-entity/v2zqtFCkZk-Z1J_3qiouLbyTbpU,2b68f0d4b524900962949ef050e599746124adf5,4
14185594,10027959,Salboy Central Limited,2022-06-21,,false,right-to-appoint-and-remove-directors,Private Company Limited By Shares,Companies Act 2006,England,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/14185594/persons-with-significant-control/corporate-entity/v2zqtFCkZk-Z1J_3qiouLbyTbpU,2b68f0d4b524900962949ef050e599746124adf5,4
14185594,10027959,Salboy Central Limited,2022-06-21,,false,voting-rights-75-to-100-percent,Private Company Limited By Shares,Companies Act 2006,England,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/14185594/persons-with-significant-control/corporate-entity/v2zqtFCkZk-Z1J_3qiouLbyTbpU,2b68f0d4b524900962949ef050e599746124adf5,4
15601092,10027959,Salboy Central Limited,2024-03-28,,false,right-to-appoint-and-remove-directors,Corporate,United Kingdom (England And Wales),England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15601092/persons-with-significant-control/corporate-entity/PwI7Kz9U3uWQbRgGrdz-AcDEWS8,cf4360bd413cc2141dd5103521c4c093f410da4a,4
15601092,10027959,Salboy Central Limited,2024-03-28,,false,voting-rights-75-to-100-percent,Corporate,United Kingdom (England And Wales),England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15601092/persons-with-significant-control/corporate-entity/PwI7Kz9U3uWQbRgGrdz-AcDEWS8,cf4360bd413cc2141dd5103521c4c093f410da4a,4
02684154,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02684154/persons-with-significant-control/corporate-entity/cydADinI4eKl7WzRiaOMSnWWwF8,cc5fa97801268e3af9728f762723d2ba1e6bdac3,2
02684154,00077628,Carillion Jm Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02684154/persons-with-significant-control/corporate-entity/cydADinI4eKl7WzRiaOMSnWWwF8,cc5fa97801268e3af9728f762723d2ba1e6bdac3,2
02684154,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02684154/persons-with-significant-control/corporate-entity/cydADinI4eKl7WzRiaOMSnWWwF8,cc5fa97801268e3af9728f762723d2ba1e6bdac3,2
06404734,08084031,Ask Real Estate Limited,2016-04-06,2017-03-28,true,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06404734/persons-with-significant-control/corporate-entity/vXkm0hoL0DF2WaeUQr3Oi2z3U9s,9659725ded35cf8e01628ad1420d0308f1048ec1,3
06404734,08084031,Ask Real Estate Limited,2016-04-06,2017-03-28,true,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06404734/persons-with-significant-control/corporate-entity/vXkm0hoL0DF2WaeUQr3Oi2z3U9s,9659725ded35cf8e01628ad1420d0308f1048ec1,3
09961994,02997859,Carillion Private Finance Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09961994/persons-with-significant-control/corporate-entity/u-G39A8PySSwCK_OP9lWhwmH2p4,dd1933a0387c28bbaca2e9fa2af1120623fb43af,2
09961994,02997859,Carillion Private Finance Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09961994/persons-with-significant-control/corporate-entity/u-G39A8PySSwCK_OP9lWhwmH2p4,dd1933a0387c28bbaca2e9fa2af1120623fb43af,2
09961994,02997859,Carillion Private Finance Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09961994/persons-with-significant-control/corporate-entity/u-G39A8PySSwCK_OP9lWhwmH2p4,dd1933a0387c28bbaca2e9fa2af1120623fb43af,2
03787277,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company (Listed),United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03787277/persons-with-significant-control/corporate-entity/lcr-t5KE01t-nLP4sFYrjS73Vwk,5c7ac4eb663c071f4222d89ae648aae312f6c372,1
03787277,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company (Listed),United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03787277/persons-with-significant-control/corporate-entity/lcr-t5KE01t-nLP4sFYrjS73Vwk,5c7ac4eb663c071f4222d89ae648aae312f6c372,1
03787277,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company (Listed),United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03787277/persons-with-significant-control/corporate-entity/lcr-t5KE01t-nLP4sFYrjS73Vwk,5c7ac4eb663c071f4222d89ae648aae312f6c372,1
05704083,05704108,Carillion (Aspire Construction) Holdings No.2 Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704083/persons-with-significant-control/corporate-entity/gP3cnkX3_flAaVKf6haJO_jqgYk,961a407490793e4d699cc47547a9df5d840ee040,3
05704083,05704108,Carillion (Aspire Construction) Holdings No.2 Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704083/persons-with-significant-control/corporate-entity/gP3cnkX3_flAaVKf6haJO_jqgYk,961a407490793e4d699cc47547a9df5d840ee040,3
05704083,05704108,Carillion (Aspire Construction) Holdings No.2 Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704083/persons-with-significant-control/corporate-entity/gP3cnkX3_flAaVKf6haJO_jqgYk,961a407490793e4d699cc47547a9df5d840ee040,3
05704172,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704172/persons-with-significant-control/corporate-entity/LJNmY29MpDcrH7p9t5wK1uPBy74,663f8fc7c8d74fc1cb38cb23269bf610b45fc942,2
